arm,step_batch,eval_batch,is_self,pre_loss,post_loss,delta_loss,relative_delta
memorization_02_t_one_oversample,6,16,0,0.5451871753,0.5441750288,0.001012146473,0.00185651189
memorization_02_t_one_oversample,6,17,0,0.3526231349,0.352617234,5.900859833e-06,1.673418233e-05
memorization_02_t_one_oversample,6,18,0,0.4435464442,0.4434669316,7.951259613e-05,0.0001792655474
memorization_02_t_one_oversample,6,19,0,0.2949351966,0.2949623168,-2.712011337e-05,-9.19527872e-05
memorization_02_t_one_oversample,6,20,0,0.04768945277,0.04760342091,8.603185415e-05,0.001804001706
memorization_02_t_one_oversample,6,21,0,0.5559363365,0.5559573174,-2.098083496e-05,-3.773963597e-05
memorization_02_t_one_oversample,6,22,0,1.225304842,1.225791812,-0.0004869699478,-0.0003974275879
memorization_02_t_one_oversample,6,23,0,0.3738675714,0.3731433749,0.000724196434,0.001937039983
memorization_02_t_one_oversample,6,24,0,0.3895021975,0.3895516992,-4.950165749e-05,-0.0001270895461
memorization_02_t_one_oversample,6,25,0,0.5440544486,0.5438659191,0.0001885294914,0.0003465268815
memorization_02_t_one_oversample,6,26,0,0.8356609344,0.8354997635,0.0001611709595,0.000192866452
memorization_02_t_one_oversample,6,27,0,0.4437530935,0.4437138438,3.924965858e-05,8.844931824e-05
memorization_02_t_one_oversample,6,28,0,0.8565793633,0.8564523458,0.000127017498,0.0001482845647
memorization_02_t_one_oversample,6,29,0,0.1286778897,0.1287599355,-8.204579353e-05,-0.0006376059922
memorization_02_t_one_oversample,6,30,0,0.4978980124,0.4979594052,-6.139278412e-05,-0.0001233039349
memorization_02_t_one_oversample,6,31,0,0.353372097,0.3530924916,0.0002796053886,0.0007912491988
memorization_02_t_one_oversample,6,32,0,0.5952577591,0.5951330662,0.0001246929169,0.0002094771802
memorization_02_t_one_oversample,6,33,0,0.5821378231,0.5823211074,-0.0001832842827,-0.0003148468892
memorization_02_t_one_oversample,7,0,0,0.7277191877,0.7277728319,-5.36441803e-05,-7.371549521e-05
memorization_02_t_one_oversample,7,1,0,0.3931538165,0.3931723535,-1.853704453e-05,-4.714959832e-05
memorization_02_t_one_oversample,7,2,0,0.317792803,0.3177765012,1.630187035e-05,5.129716655e-05
memorization_02_t_one_oversample,7,3,0,0.5058817863,0.5059227347,-4.094839096e-05,-8.094458442e-05
memorization_02_t_one_oversample,7,4,0,0.5716806054,0.5716207027,5.9902668e-05,0.0001047834533
memorization_02_t_one_oversample,7,5,0,0.5115814805,0.5116696358,-8.815526962e-05,-0.0001723191182
memorization_02_t_one_oversample,7,6,0,0.1603555232,0.1603157371,3.978610039e-05,0.000248111818
memorization_02_t_one_oversample,7,7,1,0.3912025988,0.3909487426,0.0002538561821,0.0006489123101
memorization_02_t_one_oversample,7,8,0,0.5328586102,0.5318630934,0.000995516777,0.001868256904
memorization_02_t_one_oversample,7,9,0,0.4113689661,0.4109151363,0.0004538297653,0.001103218285
memorization_02_t_one_oversample,7,10,0,0.5338000655,0.5337436795,5.638599396e-05,0.0001056312983
memorization_02_t_one_oversample,7,11,0,0.4267908037,0.4267191291,7.167458534e-05,0.0001679384484
memorization_02_t_one_oversample,7,12,0,0.2510662377,0.2511371076,-7.086992264e-05,-0.0002822757982
memorization_02_t_one_oversample,7,13,0,0.4991305172,0.4995235205,-0.0003930032253,-0.0007873756698
memorization_02_t_one_oversample,7,14,0,0.9079454541,0.9080354571,-9.000301361e-05,-9.912821657e-05
memorization_02_t_one_oversample,7,15,0,0.531644702,0.5314844847,0.0001602172852,0.0003013615758
memorization_02_t_one_oversample,7,16,0,0.5451871753,0.5440955758,0.001091599464,0.002002247144
memorization_02_t_one_oversample,7,17,0,0.3526231349,0.3526211679,1.966953278e-06,5.578060777e-06
memorization_02_t_one_oversample,7,18,0,0.4435464442,0.4434316456,0.0001147985458,0.0002588196734
memorization_02_t_one_oversample,7,19,0,0.2949351966,0.2949663699,-3.117322922e-05,-0.0001056951818
memorization_02_t_one_oversample,7,20,0,0.04768945277,0.04758612812,0.0001033246517,0.002166614329
memorization_02_t_one_oversample,7,21,0,0.5559363365,0.555962503,-2.616643906e-05,-4.706733008e-05
memorization_02_t_one_oversample,7,22,0,1.225304842,1.225854278,-0.0005494356155,-0.0004484072834
memorization_02_t_one_oversample,7,23,0,0.3738675714,0.3731135428,0.0007540285587,0.002016833276
memorization_02_t_one_oversample,7,24,0,0.3895021975,0.3895090818,-6.884336472e-06,-1.767470509e-05
memorization_02_t_one_oversample,7,25,0,0.5440544486,0.5438492298,0.000205218792,0.0003772026724
memorization_02_t_one_oversample,7,26,0,0.8356609344,0.835544467,0.0001164674759,0.000139371689
memorization_02_t_one_oversample,7,27,0,0.4437530935,0.4437022507,5.084276199e-05,0.0001145744396
memorization_02_t_one_oversample,7,28,0,0.8565793633,0.8564732075,0.0001061558723,0.0001239299905
memorization_02_t_one_oversample,7,29,0,0.1286778897,0.1287458539,-6.796419621e-05,-0.0005281730712
memorization_02_t_one_oversample,7,30,0,0.4978980124,0.4980157912,-0.0001177787781,-0.000236552015
memorization_02_t_one_oversample,7,31,0,0.353372097,0.3530631959,0.0003089010715,0.0008741524137
memorization_02_t_one_oversample,7,32,0,0.5952577591,0.595138371,0.0001193881035,0.0002005653881
